CODIGO,DESCRIPCION,LATITUD,LONGITUD,DIRECION,CP,POBLACION,PROVINCIA,PAIS,CERCANIAS,FEVE,COMUN
37404,CAMPANARIO,38.853395,-5.641415,"Ctra. Ex - 115 --- Estación Ferrocarril, S/N",6460,CAMPANARIO,BADAJOZ,ESPAÑA,NO,NO,
37406,VILLANUEVA DE LA SERENA,38.96886,-5.7965,"C/ Jose Gallardo, 10",6700,VILLANUEVA DE LA SERENA,BADAJOZ,ESPAÑA,NO,NO,
37407,DON BENITO,38.96695,-5.862923,"Avda. de la Constitucion, 29",6400,DON BENITO,BADAJOZ,ESPAÑA,NO,NO,
37409,VALDETORRES,38.913301,-6.069407,"C/ Luis Chamizo, 6",6474,VALDETORRES,BADAJOZ,ESPAÑA,NO,NO,
37410,GUAREÑA,38.896749,-6.128842,"Ctra. Ba - 043 --- Estación de Ferrocarril, S/N",6470,GUAREÑA,BADAJOZ,ESPAÑA,NO,NO,
37500,MÉRIDA,38.921503,-6.343794,"C/ Cardero, S/N",6800,MÉRIDA,BADAJOZ,ESPAÑA,NO,NO,
37600,ALJUCÉN,38.936414,-6.407929,"C/ Estación Ferrocarril, S/N",6800,MÉRIDA,BADAJOZ,ESPAÑA,NO,NO,
37601,LA GARROVILLA,38.915763,-6.47408,,,GARROVILLA (LA),BADAJOZ,ESPAÑA,NO,NO,
37603,MONTIJO,38.913539,-6.598577,"Avda. Estación Ferrocarril, S/N",6480,MONTIJO,BADAJOZ,ESPAÑA,NO,NO,
37604,GUADIANA,38.922099,-6.689998,"Ctra. Ba - 034 --- Estación de Ferrocarril, S/N",6186,GUADIANA DEL CAUDILLO,BADAJOZ,ESPAÑA,NO,NO,
37606,BADAJOZ,38.890696,-6.981753,"Calle Carmelo Vera Domenech S/N, Badajoz",6006,BADAJOZ,BADAJOZ,ESPAÑA,NO,NO,
37608,MONTIJO-EL MOLINO,38.913973,-6.618281,"C/ Estación Ferrocarril, S/N",6480,MONTIJO,BADAJOZ,ESPAÑA,NO,NO,
37611,GARROVILLA-LAS VEGAS,38.915763,-6.47408,"Barriada Estación, 2",6870,GARROVILLA (LA),BADAJOZ,ESPAÑA,NO,NO,
37704,VILLANUEVA DE CÓRDOBA,38.2554049,-4.570952,"Ctra. Co-5100 - Villanueva Adamuz Km 9,8 - Estación Ferrocarril, S/N",14440,VILLANUEVA DE CÓRDOBA,CÓRDOBA,ESPAÑA,NO,NO,
40002,CALAMONTE,38.886931,-6.382965,"Avda. de Espronceda, S/N",6810,CALAMONTE,BADAJOZ,ESPAÑA,NO,NO,
40004,ALMENDRALEJO,38.684662,-6.399815,"C/ Lago de Alange, 1a",6200,ALMENDRALEJO,BADAJOZ,ESPAÑA,NO,NO,
40005,VILLAFRANCA DE LOS BARROS,38.564402,-6.352048,"Avda. Estación Ferrocarril, S/N",6220,VILLAFRANCA DE LOS BARROS,BADAJOZ,ESPAÑA,NO,NO,
40006,LOS SANTOS DE MAIMONA,38.449724,-6.361749,"C/ Diseminado la Carrasca, 5",6230,SANTOS DE MAIMONA (LOS),BADAJOZ,ESPAÑA,NO,NO,
40008,ZAFRA FERIA,38.424403,-6.410084,"Barriada Antono Zodo, S/N",6300,ZAFRA,BADAJOZ,ESPAÑA,NO,NO,
40100,ZAFRA,38.413635,-6.405083,"Avda. Estación Ferrocarril, S/N",6300,ZAFRA,BADAJOZ,ESPAÑA,NO,NO,
40105,LLERENA,38.237,-6.009017,"Avda. Estación Ferrocarril, 6",6900,LLERENA,BADAJOZ,ESPAÑA,NO,NO,
40107,FUENTE DEL ARCO,38.16353,-5.900484,"Ctra. Bav - 1618 --- Estación Ferrocarril, S/N",6980,FUENTE DEL ARCO,BADAJOZ,ESPAÑA,NO,NO,
40108,GUADALCANAL,38.090197,-5.803388,"Ctra. Se - 165 --- Estación Ferrocarril, S/N",41390,GUADALCANAL,SEVILLA,ESPAÑA,NO,NO,
40113,CAZALLA-CONSTANTINA,37.9328637,-5.704433,"Ctra. de Cazalla-Constantina, S/N",41370,CONSTANTINA,SEVILLA,ESPAÑA,SI,NO,
40115,PEDROSO,37.8373919,-5.7624522,"Avda. de Constantina, S/N",41360,PEDROSO (EL),SEVILLA,ESPAÑA,SI,NO,
40119,VILLANUEVA DEL RÍO-MINAS,37.6617048,-5.7121543,"C/ Santa Barbara, S/N",41350,VILLANUEVA DEL RÍO Y MINAS,SEVILLA,ESPAÑA,SI,NO,
40121,ALCOLEA DEL RÍO,37.6354557,-5.7308309,"Ctra. de Cantillana-Brenes, S/N",41359,ALCOLEA DEL RÍO,SEVILLA,ESPAÑA,SI,NO,
40122,TOCINA,37.6093044,-5.7316939,"Calle Santa Cruz 48, Tocina (Sevilla)",41340,TOCINA,SEVILLA,ESPAÑA,SI,NO,
42002,MEDINA DE LAS TORRES,38.342817,-6.409128,,,MEDINA DE LAS TORRES,BADAJOZ,ESPAÑA,NO,NO,
42003,VALENCIA DEL VENTOSO,38.257812,-6.456206,,,VALENCIA DEL VENTOSO,BADAJOZ,ESPAÑA,NO,NO,
42005,FREGENAL DE LA SIERRA,38.167613,-6.637909,"Ctra. Ex - 201 --- Estación Ferrocarril, S/N",6340,FREGENAL DE LA SIERRA,BADAJOZ,ESPAÑA,NO,NO,
42006,CUMBRES MAYORES,38.053126,-6.631553,"Ctra. A - 5300 --- Estación Ferrocarril, S/N",21380,CUMBRES MAYORES,HUELVA,ESPAÑA,NO,NO,
42008,JABUGO-GALAROZA,37.928243,-6.773908,"C/ Roman Talero, 34",21360,JABUGO,HUELVA,ESPAÑA,NO,NO,
42009,ALMONASTER-CORTEGANA,37.901174,-6.797372,"C/ Aldea Estación Almter, S/N",21342,ALMONASTER LA REAL,HUELVA,ESPAÑA,NO,NO,
42010,GIL MÁRQUEZ,37.857401,-6.850839,,,ALMONASTER LA REAL,HUELVA,ESPAÑA,NO,NO,
42012,VALDELAMUSA,37.787111,-6.873729,"Ctra. Hu-6102 - Estación Ferrocarril, S/N",21330,CORTEGANA,HUELVA,ESPAÑA,NO,NO,
42013,EL TAMUJOSO,37.720339,-6.900554,"Ctra. Hu - 5101 --- Estación Ferrocarril, S/N",21320,CERRO DE ANDÉVALO (EL),HUELVA,ESPAÑA,NO,NO,
42015,CALAÑAS,37.652007,-6.875841,"Paseo Ramon Regajo, S/N",21300,CALAÑAS,HUELVA,ESPAÑA,NO,NO,
42016,LOS MILANOS,37.586219,-6.919938,"Ctra. H - 9020 --- Estación Ferrocarril, S/N",21300,CALAÑAS,HUELVA,ESPAÑA,NO,NO,
42018,EL COBUJÓN,37.516509,-6.953428,"Ctra. Hv - 1427 --- Estación Ferrocarril, S/N",21300,CALAÑAS,HUELVA,ESPAÑA,NO,NO,
42019,BELMONTE,37.461864,-6.947533,"Ctra. N - 431 --- Estación Ferrocarril, S/N",21500,GIBRALEÓN,HUELVA,ESPAÑA,NO,NO,
42020,GIBRALEÓN,37.36852,-6.96207,"C/ Guadiana, 6",21500,GIBRALEÓN,HUELVA,ESPAÑA,NO,NO,
43005,BENACAZÓN,37.3568512,-6.2082011,"C/ Celda, S/N",41805,BENACAZÓN,SEVILLA,ESPAÑA,SI,NO,
43008,CARRIÓN DE LOS CÉSPEDES,37.368955,-6.335088,Ctra. Se - 637 - Estación de Ferrocarril S/N,41820,CARRIÓN DE LOS CÉSPEDES,SEVILLA,ESPAÑA,NO,NO,
43009,ESCACENA,37.397812,-6.39198,"Ctra. Hu - 6111 --- Camino del Pozo, S/N",21870,ESCACENA DEL CAMPO,HUELVA,ESPAÑA,NO,NO,
43011,LA PALMA DEL CONDADO,37.390665,-6.554444,"Avda. de la Constitucion, 9",21700,PALMA DEL CONDADO (LA),HUELVA,ESPAÑA,NO,NO,
43012,VILLARRASA,37.386999,-6.598819,"Ctra. A-472 - Estación Ferrocarril, S/N",21850,VILLARRASA,HUELVA,ESPAÑA,NO,NO,
43015,NIEBLA-PUERTA DEL BUEY,37.3587619,-6.6812578,"Avda. Puerta del Buey, S/N",21840,NIEBLA,HUELVA,ESPAÑA,NO,NO,
43019,HUELVA,37.2525922,-6.9448154,"Avda. de Cádiz, S/N",21003,HUELVA,HUELVA,ESPAÑA,NO,NO,
43021,SAN JUAN DEL PUERTO,37.311898,-6.841076,"C/ Rios Esquina Pza. de la Marina, S/N",21610,SAN JUAN DEL PUERTO,HUELVA,ESPAÑA,NO,NO,
43027,SALTERAS,37.4102348,-6.0992391,"Calle Nogal S/N, Salteras (Sevilla)",41909,SALTERAS,SEVILLA,ESPAÑA,SI,NO,
50002,CINCO CASAS,39.169282,-3.232663,"Pla. Estación Ferrocarril, S/N",13720,ALCÁZAR DE SAN JUAN,CIUDAD REAL,ESPAÑA,NO,NO,
50100,MANZANARES,39.005837,-3.370507,"Paseo Estación Ferrocarril, S/N",13200,MANZANARES,CIUDAD REAL,ESPAÑA,NO,NO,
50102,VALDEPEÑAS,38.762868,-3.39572,"Paseo Estación Ferrocarril, S/N",13300,VALDEPEÑAS,CIUDAD REAL,ESPAÑA,NO,NO,
50200,SANTA CRUZ DE MUDELA,38.644428,-3.451493,"Paseo Castelar, 161",13730,SANTA CRUZ DE MUDELA,CIUDAD REAL,ESPAÑA,NO,NO,
50202,ALMURADIEL-VISO DEL MARQUÉS,38.514267,-3.501935,"C/ San Antonio, S/N",13760,ALMURADIEL,CIUDAD REAL,ESPAÑA,NO,NO,
50207,VILCHES,38.215742,-3.517576,"C/ Estación Ferrocarril, S/N",23220,VILCHES,JAÉN,ESPAÑA,NO,NO,
50300,LINARES-BAEZA,38.068864,-3.589396,"Pla. de las Palmeras, S/N",23490,LINARES,JAÉN,ESPAÑA,NO,NO,
50400,ESPELÚY,38.010247,-3.832726,"Pla. Estación Ferrocarril, 3",23628,ESPELÚY,JAÉN,ESPAÑA,NO,NO,
50403,ANDÚJAR,38.028225,-4.066036,"Ctra. Estación Ferrocarril, S/N",23740,ANDÚJAR,JAÉN,ESPAÑA,NO,NO,
50407,VILLA DEL RÍO,37.981331,-4.283788,"C/ Prolongacion Estación Ferrocarril, S/N",14640,VILLA DEL RÍO,CÓRDOBA,ESPAÑA,NO,NO,
50413,ALCOLEA DE CÓRDOBA,37.922326,-4.694751,"Ctra. N - Iv - Madrid - Cádiz - Estación Ferrocarril, S/N",14610,CÓRDOBA,CÓRDOBA,ESPAÑA,NO,NO,
50417,CAMPUS UNIVERSITARIO DE RABANALES,37.91256,-4.72086,"C/ Estación Ferrocarril, S/N",14014,CÓRDOBA,CÓRDOBA,ESPAÑA,NO,NO,
50500,CÓRDOBA-JULIO ANGUITA,37.888291,-4.789453,"Glorieta de las Tres Culturas, S/N",14011,CÓRDOBA,CÓRDOBA,ESPAÑA,NO,NO,
50501,EL HIGUERÓN,37.870271,-4.838942,"C/ Cantero Juan de Ochoa, 4",14193,CÓRDOBA,CÓRDOBA,ESPAÑA,NO,NO,
50502,VILLARRUBIA DE CÓRDOBA,37.847574,-4.915339,"Pza. Azucarera San Rafael, S/N",14710,CÓRDOBA,CÓRDOBA,ESPAÑA,NO,NO,
50504,POSADAS,37.803986,-5.106325,"Pza. Estación Ferrocarril, S/N",14730,POSADAS,CÓRDOBA,ESPAÑA,NO,NO,
50506,PALMA DEL RÍO,37.718081,-5.29276,"C/ Estación Ferrocarril, S/N",14700,PALMA DEL RÍO,CÓRDOBA,ESPAÑA,NO,NO,
50507,PEÑAFLOR,37.707502,-5.341609,"C/ Estación de Ferrocarril, S/N",41470,PEÑAFLOR,SEVILLA,ESPAÑA,NO,NO,
50600,LORA DEL RÍO,37.6613212,-5.5295514,"Avda. de Portugal, S/N",41440,LORA DEL RÍO,SEVILLA,ESPAÑA,SI,NO,
50700,LOS ROSALES,37.5899718,-5.7261208,"C/ San Pedro, S/N",41330,TOCINA,SEVILLA,ESPAÑA,SI,NO,
50701,CANTILLANA,37.5749689,-5.8032073,"Avenida Estacion Ferrocarril S/N, Cantillana (Sevilla)",41320,CANTILLANA,SEVILLA,ESPAÑA,SI,NO,
50702,BRENES,37.5463276,-5.8667821,"Camino El Chato 9, Brenes (Sevilla)",41310,BRENES,SEVILLA,ESPAÑA,SI,NO,
50703,LA RINCONADA,37.4800897,-5.940119,"Avda. del Ferrocarril, S/N",41300,RINCONADA (LA),SEVILLA,ESPAÑA,SI,NO,
51003,SEVILLA-SANTA JUSTA,37.3924955,-5.9749269,"Avda. Kansas City, S/N",41007,SEVILLA,SEVILLA,ESPAÑA,SI,NO,
51050,CARTUJA,37.4074574,-6.0101856,"Avda. Carlos Iii, S/N",41092,SEVILLA,SEVILLA,ESPAÑA,SI,NO,
51100,SAN BERNARDO,37.3777778,-5.9796142,"C/ Ramón Carande S/N, Sevilla",41004,SEVILLA,SEVILLA,ESPAÑA,SI,NO,
51103,DOS HERMANAS,37.2872259,-5.9235322,"Pla. del Arenal, S/N",41701,DOS HERMANAS,SEVILLA,ESPAÑA,SI,NO,
51110,VIRGEN DEL ROCÍO,37.3628091,-5.9760105,"C/ Pintor Luis Rosales, S/N",41013,SEVILLA,SEVILLA,ESPAÑA,SI,NO,
51111,BELLAVISTA,37.3215188,-5.9641924,"Avenida de Jerez S/N, Sevilla",41703,SEVILLA,SEVILLA,ESPAÑA,SI,NO,
51113,JARDINES DE HÉRCULES,37.3328527,-5.964094,"C/ Dioniso, S/N --- C/ Zeus, S/N",41014,SEVILLA,SEVILLA,ESPAÑA,SI,NO,
51200,UTRERA,37.1848178,-5.7907537,"Avda. Abate Marchena, Nº 11",41710,UTRERA,SEVILLA,ESPAÑA,SI,NO,
51202,LAS CABEZAS DE SAN JUAN,37.0194897,-5.94658,"Ctra. Se - 9021 --- Estación Ferrocarril, S/N",41730,CABEZAS DE SAN JUAN (LAS),SEVILLA,ESPAÑA,SI,NO,
51203,LEBRIJA,36.9116378,-6.0948487,"Avda. Vicente Aleixandre, S/N",41740,LEBRIJA,SEVILLA,ESPAÑA,SI,NO,
51205,AEROPUERTO DE JEREZ,36.7515886,-6.0659384,"Ctra. N - Iv - Km. 628,5",11407,JEREZ DE LA FRONTERA,CÁDIZ,ESPAÑA,SI,NO,
51300,JEREZ DE LA FRONTERA,36.680022,-6.1266032,"Pla. Estación Ferrocarril, S/N",11401,JEREZ DE LA FRONTERA,CÁDIZ,ESPAÑA,SI,NO,
51400,PUERTO DE SANTA MARÍA,36.6040723,-6.2179261,Pza. de la Estación S/N.,11500,PUERTO DE SANTA MARÍA (EL),CÁDIZ,ESPAÑA,SI,NO,
51401,PUERTO REAL,36.5309155,-6.1853143,"Carretera de Circunvalacion - Calle Tierra S/N, Puerto Real (Cádiz)",11510,PUERTO REAL,CÁDIZ,ESPAÑA,SI,NO,
51402,SAN FERNANDO-CENTRO,36.4759612,-6.1940322,Pza. de la Estación S/N.,11100,SAN FERNANDO,CÁDIZ,ESPAÑA,SI,NO,S FER
51404,SEGUNDA AGUADA,36.5135317,-6.2770128,"Avda. Juan Carlos I, S/N..",11012,CÁDIZ,CÁDIZ,ESPAÑA,SI,NO,
51405,CÁDIZ,36.528935,-6.2879716,"Pla. Sevilla, S/N.",11006,CÁDIZ,CÁDIZ,ESPAÑA,SI,NO,
51406,SAN FERNANDO-BAHÍA SUR,36.4680834,-6.2067676,C/ Ferrocarril S/N.,11100,SAN FERNANDO,CÁDIZ,ESPAÑA,SI,NO,S FER
51409,CÁDIZ-ESTADIO,36.5029461,-6.2720644,"Avda. de la Sanidad Pública S/N, Cádiz",11010,CÁDIZ,CÁDIZ,ESPAÑA,SI,NO,
51414,SAN SEVERIANO,36.5216048,-6.2806706,"Avda. Juan Carlos I, S/N.",11007,CÁDIZ,CÁDIZ,ESPAÑA,SI,NO,
51415,LAS ALETAS,36.544638,-6.1990088,"C/ Poligono las Aletas. Ctra. Ca - 32, Km 4, S/N",11510,PUERTO REAL,CÁDIZ,ESPAÑA,SI,NO,
51417,VALDELAGRANA,36.5847249,-6.2162993,Poligono Industrial Coto de la Isleta. C/ Lanzarote S/N (Interseccion C/ Tenerife),11500,PUERTO DE SANTA MARÍA (EL),CÁDIZ,ESPAÑA,SI,NO,
51419,RÍO ARILLO,36.4574943,-6.2236261,,,,CÁDIZ,ESPAÑA,SI,NO,
51450,PELAGATOS,36.4087561,-6.1343224,,,,CÁDIZ,ESPAÑA,SI,NO,
51451,LA HOYA,36.4112449,-6.1390947,,,,CÁDIZ,ESPAÑA,SI,NO,
51452,REYES CATÓLICOS,36.4144119,-6.1431897,,,,CÁDIZ,ESPAÑA,SI,NO,
51453,NUESTRA SEÑORA DE LOS REMEDIOS,36.4203978,-6.1447469,,,,CÁDIZ,ESPAÑA,SI,NO,
51454,ALAMEDA SOLANO,36.4253775,-6.1445236,,,,CÁDIZ,ESPAÑA,SI,NO,
51455,MARQUESADO,36.4286404,-6.1433744,,,,CÁDIZ,ESPAÑA,SI,NO,
51456,PINAR DE LOS FRANCESES,36.4405201,-6.1445658,,,,CÁDIZ,ESPAÑA,SI,NO,
51457,TRES CAMINOS,36.4665227,-6.1757059,,,,CÁDIZ,ESPAÑA,SI,NO,
51458,VENTA DE VARGAS,36.4677391,-6.1910642,,,,CÁDIZ,ESPAÑA,SI,NO,
51459,PLAZA DE LA IGLESIA,36.4662187,-6.1955495,,,,CÁDIZ,ESPAÑA,SI,NO,
51460,PLAZA DEL REY,36.4639443,-6.1983443,,,,CÁDIZ,ESPAÑA,SI,NO,
51461,COMPAÑÍA DE MARÍA,36.4604371,-6.2010115,,,,CÁDIZ,ESPAÑA,SI,NO,
51462,PLAZA DEL CARMEN,36.4581593,-6.2034887,,,,CÁDIZ,ESPAÑA,SI,NO,
51463,SANTO ENTIERRO,36.455907,-6.2096161,,,,CÁDIZ,ESPAÑA,SI,NO,
51464,LA ARDILA,36.4562497,-6.2160272,,,,CÁDIZ,ESPAÑA,SI,NO,
54105,MONTILLA,37.578851,-4.634112,,,MONTILLA,CÓRDOBA,ESPAÑA,NO,NO,
54106,AGUILAR DE LA FRONTERA,37.524558,-4.660724,,,AGUILAR DE LA FRONTERA,CÓRDOBA,ESPAÑA,NO,NO,
54201,PUENTE GENIL,37.395971,-4.752982,,,PUENTE GENIL,CÓRDOBA,ESPAÑA,NO,NO,PTE G
54202,CASARICHE,37.294559,-4.764386,,,CASARICHE,SEVILLA,ESPAÑA,NO,NO,
54300,LA RODA DE ANDALUCÍA,37.209294,-4.774976,,,RODA DE ANDALUCÍA (LA),SEVILLA,ESPAÑA,NO,NO,
54301,FUENTE DE PIEDRA,37.135307,-4.737967,,,FUENTE DE PIEDRA,MÁLAGA,ESPAÑA,NO,NO,
54400,BOBADILLA,37.037073,-4.727942,"Pla. de la Estación, S/N",29540,ANTEQUERA,MÁLAGA,ESPAÑA,NO,NO,ANTEQ
54403,EL CHORRO-CAMINITO DEL REY,36.907335,-4.759258,"Ctra. Ma - 5403 --- Estación de Ferrocarril, S/N",29552,ÁLORA,MÁLAGA,ESPAÑA,NO,NO,
54404,LAS MELLIZAS,36.873306,-4.719433,"Barriada Estación de las Mellizas, S/N",29593,ÁLORA,MÁLAGA,ESPAÑA,NO,NO,
54405,ÁLORA,36.8198747,-4.6996105,"Camino de la Estación, S/N",29510,ÁLORA,MÁLAGA,ESPAÑA,SI,NO,
54406,PIZARRA,36.7641515,-4.7118313,"Pza. de la Estación, S/N.",29569,PIZARRA,MÁLAGA,ESPAÑA,SI,NO,
54407,ALJAIMA,36.7330833,-4.6645001,"Carretera A-7054 - Estacion Ferrocarril, S/N",29580,CÁRTAMA,MÁLAGA,ESPAÑA,SI,NO,
54408,CÁRTAMA,36.7337392,-4.6083966,"Barriada Garcia Agua, S/N",29580,CÁRTAMA,MÁLAGA,ESPAÑA,SI,NO,
54410,CAMPANILLAS,36.7050436,-4.5454825,"Camino Antiguo de Cártama S/N, Málaga",29196,MÁLAGA,MÁLAGA,ESPAÑA,SI,NO,
54412,MÁLAGA-LOS PRADOS,36.6986108,-4.47815,"Complejo Ferroviario los Prados, S/N",29006,MÁLAGA,MÁLAGA,ESPAÑA,SI,NO,
54413,MÁLAGA MARÍA ZAMBRANO,36.7113388,-4.4313888,"C/ Explanada de la Estación, S/N",29002,MÁLAGA,MÁLAGA,ESPAÑA,SI,NO,
54500,MÁLAGA M.Z. CERCANÍAS,36.7113885,-4.4328909,,,MÁLAGA,MÁLAGA,ESPAÑA,SI,NO,
54501,VICTORIA KENT,36.7012229,-4.4544145,"Platero Francisco Vazquez, S/N.",29003,MÁLAGA,MÁLAGA,ESPAÑA,SI,NO,
54505,MÁLAGA-AEROPUERTO,36.6777169,-4.4901607,"Avda. Comandante García Morato, S/N.",29140,MÁLAGA,MÁLAGA,ESPAÑA,SI,NO,
54509,TORREMOLINOS,36.6225596,-4.49957,"Pza. de la Nogalera, S/N",29620,TORREMOLINOS,MÁLAGA,ESPAÑA,SI,NO,
54511,BENALMÁDENA-ARROYO DE LA MIEL,36.5991116,-4.5363459,"Avda. de la Estación, S/N.",29631,BENALMÁDENA,MÁLAGA,ESPAÑA,SI,NO,
54516,FUENGIROLA,36.5418947,-4.623858,"Avda. Jesus Santos Rein, S/N",29640,FUENGIROLA,MÁLAGA,ESPAÑA,SI,NO,
54517,MÁLAGA-CENTRO ALAMEDA,36.7159539,-4.4265335,"Avda. de la Aurora, S/N",29002,MÁLAGA,MÁLAGA,ESPAÑA,SI,NO,
55001,CAMPILLOS,37.032231,-4.863499,"Ctra. Estación Ferrocarril, S/N",29320,CAMPILLOS,MÁLAGA,ESPAÑA,NO,NO,
55002,TEBA,36.994597,-4.923924,,,TEBA,MÁLAGA,ESPAÑA,NO,NO,
55003,ALMARGEN-CAÑETE LA REAL,37.000985,-5.020111,"C/ Cortina Estación, 1b",29330,ALMARGEN,MÁLAGA,ESPAÑA,NO,NO,
55005,SETENIL,36.863423,-5.121375,"Ctra. Ca-414 - Estación de Ferrocarril, S/N",11692,SETENIL DE LAS BODEGAS,CÁDIZ,ESPAÑA,NO,NO,
55007,RONDA,36.748401,-5.16197,"Avda. de Andalucia, 31",29400,RONDA,MÁLAGA,ESPAÑA,NO,NO,
55008,ARRIATE,36.7905949,-5.140757,"Ctra. Ma -7400 - Estación Ferrocarril, S/N",29350,ARRIATE,MÁLAGA,ESPAÑA,NO,NO,
55010,BENAOJÁN-MONTEJAQUE,36.713753,-5.246366,"Ctra. Estación Benaojan, S/N",29370,BENAOJÁN,MÁLAGA,ESPAÑA,NO,NO,
55011,JIMERA DE LÍBAR,36.660678,-5.281473,"Avda. la Barca --- C/ Fuente Grande, S/N",29392,JIMERA DE LÍBAR,MÁLAGA,ESPAÑA,NO,NO,
55012,CORTES DE LA FRONTERA,36.597364,-5.332784,"Avda. Llano de la Estación, S/N",29391,CORTES DE LA FRONTERA,MÁLAGA,ESPAÑA,NO,NO,
55013,GAUCÍN,36.540372,-5.386825,"Ctra. Ma - 512 --- Estación Ferrocarril, S/N",29490,CORTES DE LA FRONTERA,MÁLAGA,ESPAÑA,NO,NO,
55014,SAN PABLO,36.467952,-5.418921,"Ctra. A-405 - Estación Ferracarril, S/N",11320,JIMENA DE LA FRONTERA,CÁDIZ,ESPAÑA,NO,NO,
55015,JIMENA DE LA FRONTERA,36.4242,-5.434113,"C/ Juan de Dios, 15",11339,JIMENA DE LA FRONTERA,CÁDIZ,ESPAÑA,NO,NO,
55017,ALMORAIMA,36.27751,-5.430529,"Ctra. A- 405 - Estación Ferrocarril, S/N",11350,CASTELLAR DE LA FRONTERA,CÁDIZ,ESPAÑA,NO,NO,
55018,SAN ROQUE-LA LÍNEA,36.214482,-5.432399,"Avda. Guadarranque, 34",11368,SAN ROQUE,CÁDIZ,ESPAÑA,NO,NO,
55019,LOS BARRIOS,36.173998,-5.460801,"Ctra. Jerez - Algeciras - Estación Ferrocarril, 1",11370,BARRIOS (LOS),CÁDIZ,ESPAÑA,NO,NO,
55020,ALGECIRAS,36.126831,-5.451108,"Avda. Gesto Por la Paz, S/N",11207,ALGECIRAS,CÁDIZ,ESPAÑA,NO,NO,
56004,JÓDAR-ÚBEDA,37.913343,-3.34892,"Ctra. A - 401 --- Estación de Ferrocarril, S/N",23400,JÓDAR,JAÉN,ESPAÑA,NO,NO,
56005,LOS PROPIOS-CAZORLA,37.892043,-3.282451,,,ÚBEDA,JAÉN,ESPAÑA,NO,NO,
56007,LARVA,37.777147,-3.231719,,,CABRA DEL SANTO CRISTO,JAÉN,ESPAÑA,NO,NO,
56008,HUESA,37.717148,-3.187103,,,CABRA DEL SANTO CRISTO,JAÉN,ESPAÑA,NO,NO,
56009,CABRA DEL SANTO CRISTO Y ALICÚN,37.6567129,-3.262623,"Ctra. Jv - 3212 --- Estación Ferrocarril, S/N",23590,CABRA DEL SANTO CRISTO,JAÉN,ESPAÑA,NO,NO,
56011,ALAMEDILLA-GUADAHORTUNA,37.580242,-3.302947,,,ALAMEDILLA,GRANADA,ESPAÑA,NO,NO,
56100,MOREDA,37.431216,-3.310516,"Ctra. Gr-4101 - Estación de Ferrocarril, 26",18540,MORELÁBOR,GRANADA,ESPAÑA,NO,NO,
56103,BENALÚA DE GUADIX,37.345277,-3.163177,"Avda. Llano de la Estación, S/N",18510,BENALÚA,GRANADA,ESPAÑA,NO,NO,
56200,GUADIX,37.316873,-3.127209,"Avda. Estación Ferrocarril, S/N",18500,GUADIX,GRANADA,ESPAÑA,NO,NO,
56301,FIÑANA,37.184647,-2.839757,"Ctra. Al - 6401 --- Diseminado Cortijo Faz,s/n",4500,FIÑANA,ALMERÍA,ESPAÑA,NO,NO,
56305,GÉRGAL,37.108847,-2.591556,"Ctra. Al - 3410 --- Estación Ferrocarril, S/N",4458,GÉRGAL,ALMERÍA,ESPAÑA,NO,NO,
56308,GÁDOR,36.951624,-2.487658,"Ctra. Al - 3411 --- C/ Retiro, S/N",4560,GÁDOR,ALMERÍA,ESPAÑA,NO,NO,
56310,HUERCAL-VIATOR,36.885155,-2.436718,Estación Ffcc - C/ Real S/N - 04230 Huercal de Almeríao (Almería),4230,HUÉRCAL DE ALMERÍA,ALMERÍA,ESPAÑA,NO,NO,
56312,ALMERÍA,36.834951,-2.455519,"Pla. Estación Ferrocarril, S/N",4006,ALMERÍA,ALMERÍA,ESPAÑA,NO,NO,
57003,IZNALLOZ,37.395852,-3.527947,"C/ Explanada Estación Ferrocarril, S/N",18550,IZNALLOZ,GRANADA,ESPAÑA,NO,NO,
60000,MADRID-PUERTA DE ATOCHA-ALMUDENA GRANDES,40.406442,-3.690886,"Glorieta Emperador Carlos V, S/N",28045,MADRID,MADRID,ESPAÑA,SI,NO,MADRI
60100,MADRID-VILLAVERDE BAJO,40.3526762,-3.6838977,C/ Juan Jose Martinez Seco S/N,28021,MADRID,MADRID,ESPAÑA,SI,NO,
60101,SAN CRISTÓBAL INDUSTRIAL,40.3318587,-3.69896,C/ Transversal Sexta S/N,28021,MADRID,MADRID,ESPAÑA,SI,NO,
60103,PINTO,40.2428555,-3.7035303,"Calle Crist S/N, Esq. Calle Ferrocarril, Pinto (Madrid)",28320,PINTO,MADRID,ESPAÑA,SI,NO,
60200,ARANJUEZ,40.0350257,-3.6182534,"Pla. de la Estación, 1",28300,ARANJUEZ,MADRID,ESPAÑA,SI,NO,
60202,CASTILLEJO-AÑOVER,39.949634,-3.738774,"Ctra. M - 416 --- Añover-Yepes --- Estación Ferrocarril, S/N",28300,ARANJUEZ,MADRID,ESPAÑA,NO,NO,
60203,VILLASEQUILLA,39.879535,-3.728453,"Paseo Estación Ferrocarril, S/N",45740,VILLASEQUILLA,TOLEDO,ESPAÑA,NO,NO,
60206,TEMBLEQUE,39.722958,-3.497354,"C/ Camino de la Celadilla, S/N",45770,TEMBLEQUE,TOLEDO,ESPAÑA,NO,NO,
