CODIGO_ESTACION,NOMBRE_ESTACION,NUCLEO_CERCANIAS,TRAMO_HORARIO,VIAJEROS_SUBIDOS,VIAJEROS_BAJADOS
5224,RAICES,ASTURIAS AM,20:30 - 21:00,0,3
5224,RAICES,ASTURIAS AM,21:00 - 21:30,1,1
5224,RAICES,ASTURIAS AM,22:00 - 22:30,0,0
5225,SALINAS,ASTURIAS AM,07:00 - 07:30,1,1
5225,SALINAS,ASTURIAS AM,07:30 - 08:00,0,0
5225,SALINAS,ASTURIAS AM,09:00 - 09:30,0,3
5225,SALINAS,ASTURIAS AM,10:00 - 10:30,2,0
5225,SALINAS,ASTURIAS AM,10:30 - 11:00,2,0
5225,SALINAS,ASTURIAS AM,11:00 - 11:30,0,0
5225,SALINAS,ASTURIAS AM,12:00 - 12:30,0,0
5225,SALINAS,ASTURIAS AM,12:30 - 13:00,0,0
5225,SALINAS,ASTURIAS AM,13:00 - 13:30,0,0
5225,SALINAS,ASTURIAS AM,13:30 - 14:00,0,2
5225,SALINAS,ASTURIAS AM,14:00 - 14:30,0,0
5225,SALINAS,ASTURIAS AM,14:30 - 15:00,0,0
5225,SALINAS,ASTURIAS AM,15:00 - 15:30,2,0
5225,SALINAS,ASTURIAS AM,16:00 - 16:30,0,0
5225,SALINAS,ASTURIAS AM,17:00 - 17:30,3,1
5225,SALINAS,ASTURIAS AM,17:30 - 18:00,0,0
5225,SALINAS,ASTURIAS AM,18:00 - 18:30,3,0
5225,SALINAS,ASTURIAS AM,18:30 - 19:00,0,0
5225,SALINAS,ASTURIAS AM,19:00 - 19:30,2,0
5225,SALINAS,ASTURIAS AM,20:00 - 20:30,0,0
5225,SALINAS,ASTURIAS AM,20:30 - 21:00,0,0
5225,SALINAS,ASTURIAS AM,21:00 - 21:30,0,0
5225,SALINAS,ASTURIAS AM,22:00 - 22:30,0,0
5227,PIEDRAS BLANCAS,ASTURIAS AM,07:00 - 07:30,2,1
5227,PIEDRAS BLANCAS,ASTURIAS AM,07:30 - 08:00,4,5
5227,PIEDRAS BLANCAS,ASTURIAS AM,09:00 - 09:30,1,1
5227,PIEDRAS BLANCAS,ASTURIAS AM,09:30 - 10:00,6,0
5227,PIEDRAS BLANCAS,ASTURIAS AM,10:00 - 10:30,55,2
5227,PIEDRAS BLANCAS,ASTURIAS AM,10:30 - 11:00,3,1
5227,PIEDRAS BLANCAS,ASTURIAS AM,11:00 - 11:30,5,2
5227,PIEDRAS BLANCAS,ASTURIAS AM,11:30 - 12:00,0,1
5227,PIEDRAS BLANCAS,ASTURIAS AM,12:00 - 12:30,2,0
5227,PIEDRAS BLANCAS,ASTURIAS AM,12:30 - 13:00,2,3
5227,PIEDRAS BLANCAS,ASTURIAS AM,13:00 - 13:30,0,4
5227,PIEDRAS BLANCAS,ASTURIAS AM,13:30 - 14:00,2,0
5227,PIEDRAS BLANCAS,ASTURIAS AM,14:00 - 14:30,1,0
5227,PIEDRAS BLANCAS,ASTURIAS AM,14:30 - 15:00,8,0
5227,PIEDRAS BLANCAS,ASTURIAS AM,15:00 - 15:30,5,13
5227,PIEDRAS BLANCAS,ASTURIAS AM,16:00 - 16:30,4,1
5227,PIEDRAS BLANCAS,ASTURIAS AM,16:30 - 17:00,2,2
5227,PIEDRAS BLANCAS,ASTURIAS AM,17:00 - 17:30,5,3
5227,PIEDRAS BLANCAS,ASTURIAS AM,17:30 - 18:00,0,3
5227,PIEDRAS BLANCAS,ASTURIAS AM,18:00 - 18:30,3,0
5227,PIEDRAS BLANCAS,ASTURIAS AM,18:30 - 19:00,1,2
5227,PIEDRAS BLANCAS,ASTURIAS AM,19:00 - 19:30,1,0
5227,PIEDRAS BLANCAS,ASTURIAS AM,19:30 - 20:00,3,6
5227,PIEDRAS BLANCAS,ASTURIAS AM,20:00 - 20:30,0,0
5227,PIEDRAS BLANCAS,ASTURIAS AM,20:30 - 21:00,1,53
5227,PIEDRAS BLANCAS,ASTURIAS AM,21:30 - 22:00,1,3
5227,PIEDRAS BLANCAS,ASTURIAS AM,22:00 - 22:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,07:00 - 07:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,07:30 - 08:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,09:00 - 09:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,09:30 - 10:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,10:00 - 10:30,3,0
5229,VEGARROZADAS,ASTURIAS AM,10:30 - 11:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,11:00 - 11:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,11:30 - 12:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,12:00 - 12:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,12:30 - 13:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,13:00 - 13:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,13:30 - 14:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,14:00 - 14:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,14:30 - 15:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,15:00 - 15:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,16:00 - 16:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,16:30 - 17:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,17:00 - 17:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,17:30 - 18:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,18:00 - 18:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,18:30 - 19:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,19:00 - 19:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,19:30 - 20:00,0,2
5229,VEGARROZADAS,ASTURIAS AM,20:00 - 20:30,0,0
5229,VEGARROZADAS,ASTURIAS AM,20:30 - 21:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,21:30 - 22:00,0,0
5229,VEGARROZADAS,ASTURIAS AM,22:00 - 22:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,07:00 - 07:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,07:30 - 08:00,1,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,08:00 - 08:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,09:00 - 09:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,09:30 - 10:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,10:00 - 10:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,10:30 - 11:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,11:00 - 11:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,11:30 - 12:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,12:00 - 12:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,12:30 - 13:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,13:00 - 13:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,13:30 - 14:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,14:00 - 14:30,2,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,14:30 - 15:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,15:00 - 15:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,16:00 - 16:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,16:30 - 17:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,17:00 - 17:30,1,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,17:30 - 18:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,18:00 - 18:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,18:30 - 19:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,19:00 - 19:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,19:30 - 20:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,20:00 - 20:30,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,20:30 - 21:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,21:30 - 22:00,0,0
5231,SANTIAGO DEL MONTE,ASTURIAS AM,22:00 - 22:30,0,0
5232,EL PARADOR,ASTURIAS AM,06:30 - 07:00,0,1
5232,EL PARADOR,ASTURIAS AM,07:30 - 08:00,6,1
5232,EL PARADOR,ASTURIAS AM,08:00 - 08:30,1,1
5232,EL PARADOR,ASTURIAS AM,08:30 - 09:00,1,0
5232,EL PARADOR,ASTURIAS AM,09:30 - 10:00,0,0
5232,EL PARADOR,ASTURIAS AM,10:00 - 10:30,3,2
5232,EL PARADOR,ASTURIAS AM,10:30 - 11:00,1,0
5232,EL PARADOR,ASTURIAS AM,11:00 - 11:30,4,4
5232,EL PARADOR,ASTURIAS AM,11:30 - 12:00,2,3
5232,EL PARADOR,ASTURIAS AM,12:00 - 12:30,0,0
5232,EL PARADOR,ASTURIAS AM,12:30 - 13:00,2,0
5232,EL PARADOR,ASTURIAS AM,13:00 - 13:30,0,0
5232,EL PARADOR,ASTURIAS AM,13:30 - 14:00,0,3
5232,EL PARADOR,ASTURIAS AM,14:00 - 14:30,1,2
5232,EL PARADOR,ASTURIAS AM,14:30 - 15:00,0,5
5232,EL PARADOR,ASTURIAS AM,15:00 - 15:30,3,5
5232,EL PARADOR,ASTURIAS AM,16:00 - 16:30,5,0
5232,EL PARADOR,ASTURIAS AM,16:30 - 17:00,1,0
5232,EL PARADOR,ASTURIAS AM,17:00 - 17:30,3,0
5232,EL PARADOR,ASTURIAS AM,17:30 - 18:00,1,3
5232,EL PARADOR,ASTURIAS AM,18:00 - 18:30,3,0
5232,EL PARADOR,ASTURIAS AM,18:30 - 19:00,0,4
5232,EL PARADOR,ASTURIAS AM,19:00 - 19:30,5,0
5232,EL PARADOR,ASTURIAS AM,19:30 - 20:00,0,1
5232,EL PARADOR,ASTURIAS AM,20:00 - 20:30,0,0
5232,EL PARADOR,ASTURIAS AM,20:30 - 21:00,0,1
5232,EL PARADOR,ASTURIAS AM,21:30 - 22:00,0,2
5232,EL PARADOR,ASTURIAS AM,22:00 - 22:30,0,0
5233,SOTO DEL BARCO,ASTURIAS AM,06:30 - 07:00,3,0
5233,SOTO DEL BARCO,ASTURIAS AM,07:30 - 08:00,4,0
5233,SOTO DEL BARCO,ASTURIAS AM,08:00 - 08:30,2,2
5233,SOTO DEL BARCO,ASTURIAS AM,08:30 - 09:00,1,0
5233,SOTO DEL BARCO,ASTURIAS AM,09:30 - 10:00,2,0
5233,SOTO DEL BARCO,ASTURIAS AM,10:00 - 10:30,0,0
5233,SOTO DEL BARCO,ASTURIAS AM,10:30 - 11:00,3,2
5233,SOTO DEL BARCO,ASTURIAS AM,11:30 - 12:00,0,2
5233,SOTO DEL BARCO,ASTURIAS AM,12:00 - 12:30,0,0
5233,SOTO DEL BARCO,ASTURIAS AM,12:30 - 13:00,2,1
5233,SOTO DEL BARCO,ASTURIAS AM,13:00 - 13:30,2,1
5233,SOTO DEL BARCO,ASTURIAS AM,13:30 - 14:00,0,1
5233,SOTO DEL BARCO,ASTURIAS AM,14:00 - 14:30,1,2
5233,SOTO DEL BARCO,ASTURIAS AM,14:30 - 15:00,3,2
5233,SOTO DEL BARCO,ASTURIAS AM,15:00 - 15:30,0,2
5233,SOTO DEL BARCO,ASTURIAS AM,15:30 - 16:00,1,0
5233,SOTO DEL BARCO,ASTURIAS AM,16:30 - 17:00,1,1
5233,SOTO DEL BARCO,ASTURIAS AM,17:00 - 17:30,2,0
5233,SOTO DEL BARCO,ASTURIAS AM,17:30 - 18:00,3,0
5233,SOTO DEL BARCO,ASTURIAS AM,18:00 - 18:30,1,1
5233,SOTO DEL BARCO,ASTURIAS AM,18:30 - 19:00,0,3
5233,SOTO DEL BARCO,ASTURIAS AM,19:30 - 20:00,0,1
5233,SOTO DEL BARCO,ASTURIAS AM,20:00 - 20:30,0,2
5233,SOTO DEL BARCO,ASTURIAS AM,20:30 - 21:00,0,0
5233,SOTO DEL BARCO,ASTURIAS AM,21:30 - 22:00,0,0
5233,SOTO DEL BARCO,ASTURIAS AM,22:00 - 22:30,0,0
5235,RIBERAS,ASTURIAS AM,06:30 - 07:00,0,0
5235,RIBERAS,ASTURIAS AM,07:00 - 07:30,0,0
5235,RIBERAS,ASTURIAS AM,07:30 - 08:00,0,0
5235,RIBERAS,ASTURIAS AM,08:00 - 08:30,0,0
5235,RIBERAS,ASTURIAS AM,08:30 - 09:00,0,0
5235,RIBERAS,ASTURIAS AM,09:30 - 10:00,1,1
5235,RIBERAS,ASTURIAS AM,10:30 - 11:00,0,0
5235,RIBERAS,ASTURIAS AM,11:00 - 11:30,0,1
5235,RIBERAS,ASTURIAS AM,11:30 - 12:00,0,0
5235,RIBERAS,ASTURIAS AM,12:00 - 12:30,0,0
5235,RIBERAS,ASTURIAS AM,12:30 - 13:00,0,1
5235,RIBERAS,ASTURIAS AM,13:00 - 13:30,0,0
5235,RIBERAS,ASTURIAS AM,13:30 - 14:00,1,0
5235,RIBERAS,ASTURIAS AM,14:00 - 14:30,0,0
5235,RIBERAS,ASTURIAS AM,14:30 - 15:00,1,0
5235,RIBERAS,ASTURIAS AM,15:00 - 15:30,1,0
5235,RIBERAS,ASTURIAS AM,15:30 - 16:00,0,0
5235,RIBERAS,ASTURIAS AM,16:30 - 17:00,0,0
5235,RIBERAS,ASTURIAS AM,17:30 - 18:00,0,0
5235,RIBERAS,ASTURIAS AM,18:00 - 18:30,0,0
5235,RIBERAS,ASTURIAS AM,18:30 - 19:00,0,1
5235,RIBERAS,ASTURIAS AM,19:30 - 20:00,1,0
5235,RIBERAS,ASTURIAS AM,20:00 - 20:30,1,1
5235,RIBERAS,ASTURIAS AM,20:30 - 21:00,0,0
5235,RIBERAS,ASTURIAS AM,21:30 - 22:00,0,1
5235,RIBERAS,ASTURIAS AM,22:00 - 22:30,0,0
5237,PEÑAULLAN,ASTURIAS AM,06:30 - 07:00,0,0
5237,PEÑAULLAN,ASTURIAS AM,07:00 - 07:30,2,0
5237,PEÑAULLAN,ASTURIAS AM,07:30 - 08:00,0,0
5237,PEÑAULLAN,ASTURIAS AM,08:00 - 08:30,0,0
5237,PEÑAULLAN,ASTURIAS AM,08:30 - 09:00,0,0
5237,PEÑAULLAN,ASTURIAS AM,09:30 - 10:00,2,0
5237,PEÑAULLAN,ASTURIAS AM,10:30 - 11:00,0,0
5237,PEÑAULLAN,ASTURIAS AM,11:00 - 11:30,0,0
5237,PEÑAULLAN,ASTURIAS AM,11:30 - 12:00,1,4
5237,PEÑAULLAN,ASTURIAS AM,12:30 - 13:00,0,0
5237,PEÑAULLAN,ASTURIAS AM,13:30 - 14:00,0,1
5237,PEÑAULLAN,ASTURIAS AM,14:00 - 14:30,1,0
5237,PEÑAULLAN,ASTURIAS AM,14:30 - 15:00,3,0
5237,PEÑAULLAN,ASTURIAS AM,15:00 - 15:30,0,2
5237,PEÑAULLAN,ASTURIAS AM,15:30 - 16:00,2,3
5237,PEÑAULLAN,ASTURIAS AM,16:30 - 17:00,2,1
5237,PEÑAULLAN,ASTURIAS AM,18:00 - 18:30,2,0
5237,PEÑAULLAN,ASTURIAS AM,18:30 - 19:00,0,0
5237,PEÑAULLAN,ASTURIAS AM,19:00 - 19:30,0,0
5237,PEÑAULLAN,ASTURIAS AM,19:30 - 20:00,0,2
5237,PEÑAULLAN,ASTURIAS AM,20:00 - 20:30,0,0
5237,PEÑAULLAN,ASTURIAS AM,20:30 - 21:00,0,3
5237,PEÑAULLAN,ASTURIAS AM,21:30 - 22:00,0,0
5239,SANTIANES,ASTURIAS AM,06:30 - 07:00,0,0
5239,SANTIANES,ASTURIAS AM,07:00 - 07:30,0,0
5239,SANTIANES,ASTURIAS AM,07:30 - 08:00,0,0
5239,SANTIANES,ASTURIAS AM,08:00 - 08:30,0,0
5239,SANTIANES,ASTURIAS AM,08:30 - 09:00,0,0
5239,SANTIANES,ASTURIAS AM,09:30 - 10:00,4,0
5239,SANTIANES,ASTURIAS AM,10:00 - 10:30,3,0
5239,SANTIANES,ASTURIAS AM,11:00 - 11:30,0,2
5239,SANTIANES,ASTURIAS AM,11:30 - 12:00,0,0
5239,SANTIANES,ASTURIAS AM,12:30 - 13:00,0,0
5239,SANTIANES,ASTURIAS AM,13:00 - 13:30,0,2
5239,SANTIANES,ASTURIAS AM,13:30 - 14:00,0,0
5239,SANTIANES,ASTURIAS AM,14:00 - 14:30,0,0
5239,SANTIANES,ASTURIAS AM,14:30 - 15:00,0,0
5239,SANTIANES,ASTURIAS AM,15:00 - 15:30,0,2
5239,SANTIANES,ASTURIAS AM,15:30 - 16:00,0,0
5239,SANTIANES,ASTURIAS AM,16:30 - 17:00,1,1
5239,SANTIANES,ASTURIAS AM,17:30 - 18:00,0,0
5239,SANTIANES,ASTURIAS AM,18:00 - 18:30,0,1
5239,SANTIANES,ASTURIAS AM,18:30 - 19:00,0,0
5239,SANTIANES,ASTURIAS AM,20:00 - 20:30,0,0
5239,SANTIANES,ASTURIAS AM,20:30 - 21:00,0,0
5239,SANTIANES,ASTURIAS AM,21:00 - 21:30,1,0
5239,SANTIANES,ASTURIAS AM,21:30 - 22:00,0,0
5241,LOS CABOS,ASTURIAS AM,06:30 - 07:00,0,0
5241,LOS CABOS,ASTURIAS AM,07:00 - 07:30,2,0
5241,LOS CABOS,ASTURIAS AM,07:30 - 08:00,0,0
5241,LOS CABOS,ASTURIAS AM,08:00 - 08:30,1,0
5241,LOS CABOS,ASTURIAS AM,08:30 - 09:00,0,0
5241,LOS CABOS,ASTURIAS AM,09:30 - 10:00,1,0
5241,LOS CABOS,ASTURIAS AM,10:00 - 10:30,0,2
5241,LOS CABOS,ASTURIAS AM,11:00 - 11:30,0,0
5241,LOS CABOS,ASTURIAS AM,11:30 - 12:00,2,0
5241,LOS CABOS,ASTURIAS AM,12:00 - 12:30,0,1
5241,LOS CABOS,ASTURIAS AM,13:00 - 13:30,0,2
5241,LOS CABOS,ASTURIAS AM,13:30 - 14:00,0,0
5241,LOS CABOS,ASTURIAS AM,14:00 - 14:30,0,0
5241,LOS CABOS,ASTURIAS AM,14:30 - 15:00,0,0
5241,LOS CABOS,ASTURIAS AM,15:00 - 15:30,0,1
5241,LOS CABOS,ASTURIAS AM,15:30 - 16:00,0,0
5241,LOS CABOS,ASTURIAS AM,16:30 - 17:00,0,0
5241,LOS CABOS,ASTURIAS AM,17:00 - 17:30,0,0
5241,LOS CABOS,ASTURIAS AM,17:30 - 18:00,2,0
5241,LOS CABOS,ASTURIAS AM,18:00 - 18:30,0,0
5241,LOS CABOS,ASTURIAS AM,18:30 - 19:00,2,0
5241,LOS CABOS,ASTURIAS AM,20:00 - 20:30,0,1
5241,LOS CABOS,ASTURIAS AM,20:30 - 21:00,0,0
5241,LOS CABOS,ASTURIAS AM,21:00 - 21:30,0,0
5241,LOS CABOS,ASTURIAS AM,21:30 - 22:00,0,0
5243,MUROS DE NALON,ASTURIAS AM,06:30 - 07:00,0,0
5243,MUROS DE NALON,ASTURIAS AM,07:00 - 07:30,2,0
5243,MUROS DE NALON,ASTURIAS AM,08:00 - 08:30,4,0
5243,MUROS DE NALON,ASTURIAS AM,08:30 - 09:00,0,0
5243,MUROS DE NALON,ASTURIAS AM,09:30 - 10:00,4,0
5243,MUROS DE NALON,ASTURIAS AM,10:00 - 10:30,0,2
5243,MUROS DE NALON,ASTURIAS AM,11:00 - 11:30,0,4
5243,MUROS DE NALON,ASTURIAS AM,11:30 - 12:00,1,0
5243,MUROS DE NALON,ASTURIAS AM,12:00 - 12:30,0,3
5243,MUROS DE NALON,ASTURIAS AM,13:00 - 13:30,0,2
5243,MUROS DE NALON,ASTURIAS AM,13:30 - 14:00,0,0
5243,MUROS DE NALON,ASTURIAS AM,14:00 - 14:30,1,4
5243,MUROS DE NALON,ASTURIAS AM,14:30 - 15:00,0,0
5243,MUROS DE NALON,ASTURIAS AM,15:00 - 15:30,0,1
5243,MUROS DE NALON,ASTURIAS AM,15:30 - 16:00,0,2
5243,MUROS DE NALON,ASTURIAS AM,16:30 - 17:00,6,0
5243,MUROS DE NALON,ASTURIAS AM,17:00 - 17:30,0,1
5243,MUROS DE NALON,ASTURIAS AM,17:30 - 18:00,0,0
5243,MUROS DE NALON,ASTURIAS AM,18:00 - 18:30,0,5
5243,MUROS DE NALON,ASTURIAS AM,18:30 - 19:00,1,2
5243,MUROS DE NALON,ASTURIAS AM,20:00 - 20:30,2,2
5243,MUROS DE NALON,ASTURIAS AM,20:30 - 21:00,0,0
5243,MUROS DE NALON,ASTURIAS AM,21:00 - 21:30,0,3
5243,MUROS DE NALON,ASTURIAS AM,21:30 - 22:00,0,0
5244,EL PITO PIÑERA,ASTURIAS AM,07:00 - 07:30,0,0
5244,EL PITO PIÑERA,ASTURIAS AM,08:00 - 08:30,0,0
5244,EL PITO PIÑERA,ASTURIAS AM,09:00 - 09:30,0,0
5244,EL PITO PIÑERA,ASTURIAS AM,09:30 - 10:00,5,0
5244,EL PITO PIÑERA,ASTURIAS AM,10:00 - 10:30,0,0
5244,EL PITO PIÑERA,ASTURIAS AM,11:00 - 11:30,0,1
5244,EL PITO PIÑERA,ASTURIAS AM,11:30 - 12:00,0,0
5244,EL PITO PIÑERA,ASTURIAS AM,12:00 - 12:30,0,1
5244,EL PITO PIÑERA,ASTURIAS AM,13:00 - 13:30,0,0
5244,EL PITO PIÑERA,ASTURIAS AM,13:30 - 14:00,1,0
5244,EL PITO PIÑERA,ASTURIAS AM,14:00 - 14:30,0,0
5244,EL PITO PIÑERA,ASTURIAS AM,15:00 - 15:30,0,0
5244,EL PITO PIÑERA,ASTURIAS AM,15:30 - 16:00,0,0
5244,EL PITO PIÑERA,ASTURIAS AM,16:00 - 16:30,1,0
5244,EL PITO PIÑERA,ASTURIAS AM,17:00 - 17:30,0,1
5244,EL PITO PIÑERA,ASTURIAS AM,18:00 - 18:30,0,1
5244,EL PITO PIÑERA,ASTURIAS AM,20:00 - 20:30,0,0
5244,EL PITO PIÑERA,ASTURIAS AM,21:00 - 21:30,0,1
5244,EL PITO PIÑERA,ASTURIAS AM,21:30 - 22:00,0,0
5245,CUDILLERO,ASTURIAS AM,07:00 - 07:30,0,1
5245,CUDILLERO,ASTURIAS AM,08:00 - 08:30,3,2
5245,CUDILLERO,ASTURIAS AM,09:00 - 09:30,4,3
5245,CUDILLERO,ASTURIAS AM,10:00 - 10:30,0,0
5245,CUDILLERO,ASTURIAS AM,11:00 - 11:30,0,9
5245,CUDILLERO,ASTURIAS AM,11:30 - 12:00,2,0
5245,CUDILLERO,ASTURIAS AM,12:00 - 12:30,2,5
5245,CUDILLERO,ASTURIAS AM,13:00 - 13:30,1,4
5245,CUDILLERO,ASTURIAS AM,14:00 - 14:30,1,2
5245,CUDILLERO,ASTURIAS AM,15:30 - 16:00,0,5
5245,CUDILLERO,ASTURIAS AM,16:00 - 16:30,4,0
5245,CUDILLERO,ASTURIAS AM,17:00 - 17:30,1,6
5245,CUDILLERO,ASTURIAS AM,18:00 - 18:30,2,3
5245,CUDILLERO,ASTURIAS AM,20:00 - 20:30,2,0
5245,CUDILLERO,ASTURIAS AM,21:00 - 21:30,2,1
5300,VALLOBIN,ASTURIAS AM,06:00 - 06:30,0,0
5300,VALLOBIN,ASTURIAS AM,06:30 - 07:00,0,0
5300,VALLOBIN,ASTURIAS AM,07:00 - 07:30,1,0
5300,VALLOBIN,ASTURIAS AM,07:30 - 08:00,4,1
5300,VALLOBIN,ASTURIAS AM,08:30 - 09:00,1,2
5300,VALLOBIN,ASTURIAS AM,09:30 - 10:00,2,1
5300,VALLOBIN,ASTURIAS AM,10:30 - 11:00,1,3
5300,VALLOBIN,ASTURIAS AM,11:00 - 11:30,1,0
5300,VALLOBIN,ASTURIAS AM,11:30 - 12:00,2,0
5300,VALLOBIN,ASTURIAS AM,12:00 - 12:30,0,0
5300,VALLOBIN,ASTURIAS AM,12:30 - 13:00,0,2
5300,VALLOBIN,ASTURIAS AM,13:00 - 13:30,0,0
5300,VALLOBIN,ASTURIAS AM,13:30 - 14:00,3,2
5300,VALLOBIN,ASTURIAS AM,14:00 - 14:30,0,1
5300,VALLOBIN,ASTURIAS AM,14:30 - 15:00,2,2
5300,VALLOBIN,ASTURIAS AM,15:30 - 16:00,1,3
5300,VALLOBIN,ASTURIAS AM,16:30 - 17:00,1,4
5300,VALLOBIN,ASTURIAS AM,17:30 - 18:00,1,0
5300,VALLOBIN,ASTURIAS AM,18:30 - 19:00,0,5
5300,VALLOBIN,ASTURIAS AM,19:00 - 19:30,0,2
5300,VALLOBIN,ASTURIAS AM,19:30 - 20:00,1,2
5300,VALLOBIN,ASTURIAS AM,20:00 - 20:30,3,0
5300,VALLOBIN,ASTURIAS AM,20:30 - 21:00,0,2
5300,VALLOBIN,ASTURIAS AM,21:00 - 21:30,0,0
5300,VALLOBIN,ASTURIAS AM,22:30 - 23:00,0,1
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,06:00 - 06:30,1,0
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,06:30 - 07:00,3,0
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,07:00 - 07:30,1,1
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,07:30 - 08:00,7,1
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,08:30 - 09:00,5,7
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,09:30 - 10:00,1,0
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,10:30 - 11:00,1,0
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,11:00 - 11:30,0,1
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,11:30 - 12:00,1,1
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,12:00 - 12:30,1,1
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,12:30 - 13:00,2,1
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,13:00 - 13:30,2,0
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,13:30 - 14:00,2,1
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,14:30 - 15:00,6,4
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,15:30 - 16:00,4,2
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,16:30 - 17:00,5,7
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,17:30 - 18:00,4,3
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,18:30 - 19:00,3,2
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,19:00 - 19:30,1,0
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,19:30 - 20:00,0,2
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,20:00 - 20:30,0,0
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,20:30 - 21:00,0,0
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,21:00 - 21:30,0,0
5301,LA ARGAÑOSA-LAVAPIES,ASTURIAS AM,22:30 - 23:00,0,2
5302,LAS CAMPAS,ASTURIAS AM,06:00 - 06:30,0,0
5302,LAS CAMPAS,ASTURIAS AM,06:30 - 07:00,3,0
5302,LAS CAMPAS,ASTURIAS AM,07:00 - 07:30,2,0
5302,LAS CAMPAS,ASTURIAS AM,07:30 - 08:00,2,0
5302,LAS CAMPAS,ASTURIAS AM,08:00 - 08:30,0,0
